MLNLAYER	COMBINED_TYPE	epoch	frac	early_avg_acc_lstm	early_avg_acc_mln	early_avg_acc_lstm_mln	final_framewise_avg_acc_lstm	final_framewise_avg_acc_mln	final_framewise_avg_acc_lstm_mln	class_framewise_avg_acc_lstm	class_framewise_avg_acc_mln	class_framewise_avg_acc_lstm_mln	classcount	early_class_framewise_avg_acc_lstm	early_class_framewise_avg_acc_mln	early_class_framewise_avg_acc_lstm_mln	early_classcount
False	conflation	29	0.5	1.0	0.5384615384615384	1.0	0.9952705545673061	0.48557072381130295	0.9951741597340693	[0.997275204359673, 0.9990610328638497, 1.0, 0.9934497816593887, 0.9951456310679612, 1.0, 0.9937106918238994]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.99235807860262, 0.9951456310679612, 1.0, 0.9937106918238994]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	30	0.5	1.0	0.5384615384615384	1.0	0.995087404384156	0.48557072381130295	0.9952705545673061	[0.997275204359673, 0.9990610328638497, 1.0, 0.99235807860262, 0.9951456310679612, 1.0, 0.9949685534591195]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9934497816593887, 0.9951456310679612, 1.0, 0.9937106918238994]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	31	0.5	1.0	0.5384615384615384	1.0	0.9962066555034071	0.48557072381130295	0.9952705545673061	[0.997275204359673, 0.9990610328638497, 1.0, 0.9945414847161572, 0.9967637540453075, 1.0, 0.9949685534591195]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9934497816593887, 0.9951456310679612, 1.0, 0.9937106918238994]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	32	0.5	1.0	0.5384615384615384	1.0	0.9962066555034071	0.48557072381130295	0.9960031552999069	[0.997275204359673, 0.9990610328638497, 1.0, 0.9945414847161572, 0.9967637540453075, 1.0, 0.9949685534591195]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9945414847161572, 0.9951456310679612, 1.0, 0.9949685534591195]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	33	0.5	1.0	0.5384615384615384	1.0	0.9958933722953871	0.48557072381130295	0.9956898720918868	[0.997275204359673, 0.9990610328638497, 1.0, 0.9934497816593887, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9934497816593887, 0.9951456310679612, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	34	0.5	1.0	0.5384615384615384	1.0	0.9963512477532624	0.48557072381130295	0.9963512477532624	[0.997275204359673, 0.9990610328638497, 1.0, 0.9945414847161572, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9945414847161572, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	35	0.5	1.0	0.5384615384615384	1.0	0.9977248741268888	0.48557072381130295	0.9981827495847644	[0.997275204359673, 0.9990610328638497, 1.0, 0.9978165938864629, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.997275204359673, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	36	0.5	1.0	0.5384615384615384	1.0	0.9981827495847644	0.48557072381130295	0.9984025298045447	[0.997275204359673, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	37	0.5	1.0	0.5384615384615384	1.0	0.9981827495847644	0.48557072381130295	0.9984025298045447	[0.997275204359673, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	38	0.5	1.0	0.5384615384615384	1.0	0.9981827495847644	0.48557072381130295	0.9984025298045447	[0.997275204359673, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	39	0.5	1.0	0.5384615384615384	1.0	0.9981827495847644	0.48557072381130295	0.9984025298045447	[0.997275204359673, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	40	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9984025298045447	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	41	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9986223100243249	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	42	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9986223100243249	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	43	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9986223100243249	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	44	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9986223100243249	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	45	0.5	1.0	0.5384615384615384	1.0	0.9984025298045447	0.48557072381130295	0.9986223100243249	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	46	0.5	1.0	0.5384615384615384	1.0	0.9985146625697386	0.48557072381130295	0.998825810227825	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9974842767295597]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9983818770226537, 1.0, 0.9962264150943396]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	47	0.5	1.0	0.5384615384615384	1.0	0.9985146625697386	0.48557072381130295	0.998937942993019	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9974842767295597]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9983818770226537, 1.0, 0.9974842767295597]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	48	0.5	1.0	0.5384615384615384	1.0	0.9985146625697386	0.48557072381130295	0.998937942993019	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9967637540453075, 1.0, 0.9974842767295597]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9983818770226537, 1.0, 0.9974842767295597]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
False	conflation	49	0.5	1.0	0.5384615384615384	1.0	0.9987181627732389	0.48557072381130295	0.998937942993019	[0.9986376021798365, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9983818770226537, 1.0, 0.9974842767295597]	[0.9931880108991825, 0.26291079812206575, 0.0, 0.7925764192139738, 0.6682847896440129, 0.4444444444444444, 0.2339622641509434]	[1.0, 0.9990610328638497, 1.0, 0.9989082969432315, 0.9983818770226537, 1.0, 0.9974842767295597]	[734, 1065, 485, 916, 618, 387, 795]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[1.0, 0.15384615384615385, 0.0, 0.9259259259259259, 0.8148148148148148, 0.46153846153846156, 0.36]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[26, 26, 25, 27, 27, 26, 25]
